policy_ref,coverholder_id,coverholder_name,inception_date,expiry_date,class_of_business,insured_name,postcode,premium,sum_insured,underwriting_year,bound_month
POL-CH002-00346,CH002,Meridian Risk Solutions,2024-06-10,2025-06-10,EL/PL Liability,White and Sons,LL27 2DQ,3239,454548,2024,2024-06
POL-CH003-00347,CH003,Fortis Professional Risks,2024-06-22,2025-06-22,Professional Indemnity,Chan-White,KW5V 7WB,6007,686949,2024,2024-06
POL-CH003-00348,CH003,Fortis Professional Risks,2024-06-14,2025-06-14,Professional Indemnity,Wade-Brown,N1 0RQ,3275,1422979,2024,2024-06
POL-CH003-00349,CH003,Fortis Professional Risks,2024-06-11,2025-06-11,Professional Indemnity,Murphy LLC,IV76 0NZ,5781,1144804,2024,2024-06
POL-CH003-00350,CH003,Fortis Professional Risks,2024-06-13,2025-06-13,Professional Indemnity,"Smith, Hughes and Frost",AL2V 1FR,5530,1304274,2024,2024-06
POL-CH003-00351,CH003,Fortis Professional Risks,2024-06-23,2025-06-23,Professional Indemnity,"Williams, Wood and George",PA9 6EY,4609,966508,2024,2024-06
POL-CH003-00352,CH003,Fortis Professional Risks,2024-06-10,2025-06-10,Professional Indemnity,Dodd-Bartlett,M4A 8LZ,5823,906488,2024,2024-06
POL-CH003-00353,CH003,Fortis Professional Risks,2024-06-18,2025-06-18,Professional Indemnity,"Tyler, Blake and Russell",G7C 5YD,6173,689224,2024,2024-06
POL-CH003-00354,CH003,Fortis Professional Risks,2024-06-05,2025-06-05,Professional Indemnity,Pratt Ltd,BS61 5TG,7198,1341779,2024,2024-06
POL-CH003-00355,CH003,Fortis Professional Risks,2024-06-07,2025-06-07,Professional Indemnity,Simmons LLC,AL4 2HD,5922,1494807,2024,2024-06
POL-CH004-00356,CH004,Southgate Property Partners,2024-06-14,2025-06-14,Commercial Property,Hill-Davies,CR0 3JZ,2347,215912,2024,2024-06
POL-CH004-00357,CH004,Southgate Property Partners,2024-06-20,2025-06-20,Commercial Property,Newton Group,DA1 9HG,1109,337518,2024,2024-06
POL-CH004-00358,CH004,Southgate Property Partners,2024-06-27,2025-06-27,Commercial Property,"Barker, Patel and Mason",S2 4SF,1814,451765,2024,2024-06
POL-CH004-00359,CH004,Southgate Property Partners,2024-06-14,2025-06-14,Commercial Property,"Robertson, Dunn and Jones",SG1 8SG,1408,418676,2024,2024-06
POL-CH004-00360,CH004,Southgate Property Partners,2024-06-15,2025-06-15,Commercial Property,Fry-Khan,KT1 9JP,1392,338848,2024,2024-06
POL-CH004-00361,CH004,Southgate Property Partners,2024-06-16,2025-06-16,Commercial Property,Manning and Sons,TN1 2CU,1040,307676,2024,2024-06
POL-CH004-00362,CH004,Southgate Property Partners,2024-06-10,2025-06-10,Commercial Property,"Cross, Smith and Rogers",CM1 2TH,1070,302412,2024,2024-06
POL-CH004-00363,CH004,Southgate Property Partners,2024-06-27,2025-06-27,Commercial Property,"Akhtar, Wilson and Burton",SL1 5KZ,2368,305060,2024,2024-06
POL-CH004-00364,CH004,Southgate Property Partners,2024-06-08,2025-06-08,Commercial Property,"Cooper, Newton and Walters",ME1 1TO,3221,449331,2024,2024-06
POL-CH004-00365,CH004,Southgate Property Partners,2024-06-02,2025-06-02,Commercial Property,"Austin, Bennett and White",TW1 2RD,1899,314164,2024,2024-06
POL-CH004-00366,CH004,Southgate Property Partners,2024-06-15,2025-06-15,Commercial Property,Johnson-Wade,GU1 7ZL,2178,342436,2024,2024-06
POL-CH004-00367,CH004,Southgate Property Partners,2024-06-16,2025-06-16,Commercial Property,Burgess-Jones,ME1 1PT,1865,656008,2024,2024-06
POL-CH004-00368,CH004,Southgate Property Partners,2024-06-25,2025-06-25,Commercial Property,Brown-Storey,EC1 7VZ,1748,514927,2024,2024-06
POL-CH004-00369,CH004,Southgate Property Partners,2024-06-08,2025-06-08,Commercial Property,Atkinson PLC,KT2 1NY,1420,396501,2024,2024-06
POL-CH005-00370,CH005,Ironclad Construction Risks,2024-06-18,2025-06-18,EL/PL Liability,Jones PLC,S9W 9AJ,2110,871867,2024,2024-06
POL-CH005-00371,CH005,Ironclad Construction Risks,2024-06-08,2025-06-08,EL/PL Liability,"Dunn, Haynes and Davies",DL7 7FB,3152,515629,2024,2024-06
POL-CH005-00372,CH005,Ironclad Construction Risks,2024-06-28,2025-06-28,EL/PL Liability,"Adams, Archer and Jarvis",N4 3FJ,3093,745883,2024,2024-06
POL-CH005-00373,CH005,Ironclad Construction Risks,2024-06-04,2025-06-04,EL/PL Liability,Green-Lewis,SR5 4JJ,3085,364466,2024,2024-06
POL-CH005-00374,CH005,Ironclad Construction Risks,2024-06-15,2025-06-15,EL/PL Liability,"Day, Morris and Nicholls",PO4H 6AD,2032,562872,2024,2024-06
POL-CH005-00375,CH005,Ironclad Construction Risks,2024-06-05,2025-06-05,EL/PL Liability,Dunn-Newton,L9 9PR,2541,693100,2024,2024-06
POL-CH005-00376,CH005,Ironclad Construction Risks,2024-06-26,2025-06-26,EL/PL Liability,Foster-Baker,W93 2AX,2738,399698,2024,2024-06
POL-CH005-00377,CH005,Ironclad Construction Risks,2024-06-15,2025-06-15,EL/PL Liability,Davis-Booth,S3 2AD,2896,691587,2024,2024-06
POL-CH005-00378,CH005,Ironclad Construction Risks,2024-06-22,2025-06-22,EL/PL Liability,"Coates, Brown and Watson",WC5X 2WB,3036,762117,2024,2024-06
POL-CH005-00379,CH005,Ironclad Construction Risks,2024-06-17,2025-06-17,EL/PL Liability,Baker Ltd,DT2V 6NB,3250,668877,2024,2024-06
POL-CH005-00380,CH005,Ironclad Construction Risks,2024-06-18,2025-06-18,EL/PL Liability,Young-Parker,L53 9BJ,2545,350855,2024,2024-06
POL-CH001-00381,CH001,Avonbridge Underwriting,2024-07-20,2025-07-20,Commercial Property,"Thompson, Warren and Sykes",E4B 7JB,4461,907710,2024,2024-07
POL-CH001-00382,CH001,Avonbridge Underwriting,2024-07-11,2025-07-11,Commercial Property,Cooper Group,DN7A 9WN,2591,620275,2024,2024-07
POL-CH001-00383,CH001,Avonbridge Underwriting,2024-07-25,2025-07-25,Commercial Property,Smith Inc,BN50 2ZJ,5526,841594,2024,2024-07
POL-CH001-00384,CH001,Avonbridge Underwriting,2024-07-15,2025-07-15,Commercial Property,Morgan Ltd,CV59 4UF,5058,856017,2024,2024-07
POL-CH001-00385,CH001,Avonbridge Underwriting,2024-07-20,2025-07-20,Commercial Property,"Marshall, Lee and Bates",L7 6AT,4237,1049385,2024,2024-07
POL-CH001-00386,CH001,Avonbridge Underwriting,2024-07-27,2025-07-27,Commercial Property,"Todd, Brown and West",G39 9TF,3549,870425,2024,2024-07
POL-CH001-00387,CH001,Avonbridge Underwriting,2024-07-24,2025-07-24,Commercial Property,Anderson-Dixon,W2 3NY,3617,757669,2024,2024-07
POL-CH001-00388,CH001,Avonbridge Underwriting,2024-07-17,2025-07-17,Commercial Property,Fisher Inc,S9D 7HP,3810,897203,2024,2024-07
POL-CH001-00389,CH001,Avonbridge Underwriting,2024-07-14,2025-07-14,Commercial Property,"Hayward, Martin and Hussain",HA05 8SQ,3596,1116848,2024,2024-07
POL-CH001-00390,CH001,Avonbridge Underwriting,2024-07-27,2025-07-27,Commercial Property,"Scott, Bolton and Smith",WN1 7ZD,3072,810289,2024,2024-07
POL-CH001-00391,CH001,Avonbridge Underwriting,2024-07-18,2025-07-18,Commercial Property,Wright PLC,HA3 3UL,3645,1157482,2024,2024-07
POL-CH001-00392,CH001,Avonbridge Underwriting,2024-07-15,2025-07-15,Commercial Property,"Jones, O'Sullivan and Booth",G1K 3AE,4447,1069266,2024,2024-07
POL-CH001-00393,CH001,Avonbridge Underwriting,2024-07-06,2025-07-06,Commercial Property,"Knowles, Dobson and Humphreys",SA1P 3RX,2328,906748,2024,2024-07
POL-CH001-00394,CH001,Avonbridge Underwriting,2024-07-24,2025-07-24,Commercial Property,Smith-Baker,E90 8EP,5320,867485,2024,2024-07
POL-CH001-00395,CH001,Avonbridge Underwriting,2024-07-28,2025-07-28,Commercial Property,"White, Begum and Mistry",BN7 4TX,5542,740076,2024,2024-07
POL-CH001-00396,CH001,Avonbridge Underwriting,2024-07-16,2025-07-16,Commercial Property,Price-Stephens,WD3B 8NQ,5975,1338515,2024,2024-07
POL-CH001-00397,CH001,Avonbridge Underwriting,2024-07-15,2025-07-15,Commercial Property,Harris LLC,W0 6JJ,3742,755330,2024,2024-07
POL-CH001-00398,CH001,Avonbridge Underwriting,2024-07-09,2025-07-09,Commercial Property,White Ltd,SW9X 4ER,6031,1185659,2024,2024-07
POL-CH001-00399,CH001,Avonbridge Underwriting,2024-07-25,2025-07-25,Commercial Property,Tucker Group,B76 7UB,3541,760710,2024,2024-07
POL-CH002-00400,CH002,Meridian Risk Solutions,2024-07-08,2025-07-08,EL/PL Liability,Wood-Lloyd,L3 1WQ,1849,385168,2024,2024-07
POL-CH002-00401,CH002,Meridian Risk Solutions,2024-07-27,2025-07-27,EL/PL Liability,Begum Ltd,SP3 2SQ,2166,404025,2024,2024-07
POL-CH002-00402,CH002,Meridian Risk Solutions,2024-07-21,2025-07-21,EL/PL Liability,Hobbs Inc,WD6 9YW,3067,529276,2024,2024-07
POL-CH002-00403,CH002,Meridian Risk Solutions,2024-07-09,2025-07-09,EL/PL Liability,"Gallagher, Thompson and Jones",B31 8ZT,4541,375205,2024,2024-07
POL-CH002-00404,CH002,Meridian Risk Solutions,2024-07-25,2025-07-25,EL/PL Liability,Elliott-Miles,N27 3AQ,4015,473251,2024,2024-07
POL-CH002-00405,CH002,Meridian Risk Solutions,2024-07-25,2025-07-25,EL/PL Liability,Leach PLC,BL8X 2GL,3053,584352,2024,2024-07
POL-CH002-00406,CH002,Meridian Risk Solutions,2024-07-17,2025-07-17,EL/PL Liability,Lewis-Ferguson,M43 1QL,2055,547801,2024,2024-07
POL-CH002-00407,CH002,Meridian Risk Solutions,2024-07-16,2025-07-16,EL/PL Liability,"Smith, Stewart and Brown",RH1W 2QR,3254,561556,2024,2024-07
POL-CH002-00408,CH002,Meridian Risk Solutions,2024-07-21,2025-07-21,EL/PL Liability,Barker Ltd,M99 7ND,3368,806912,2024,2024-07
POL-CH002-00409,CH002,Meridian Risk Solutions,2024-07-08,2025-07-08,EL/PL Liability,"Smith, Price and Hartley",N91 6PU,2506,433625,2024,2024-07
POL-CH002-00410,CH002,Meridian Risk Solutions,2024-07-09,2025-07-09,EL/PL Liability,Craig PLC,KA99 7RR,2520,430565,2024,2024-07
POL-CH002-00411,CH002,Meridian Risk Solutions,2024-07-15,2025-07-15,EL/PL Liability,"Jones, Taylor and Jennings",CH1W 3PY,2507,648627,2024,2024-07
POL-CH002-00412,CH002,Meridian Risk Solutions,2024-07-03,2025-07-03,EL/PL Liability,"Patel, Burgess and Evans",LD8 5PE,4421,428656,2024,2024-07
POL-CH003-00413,CH003,Fortis Professional Risks,2024-07-23,2025-07-23,Professional Indemnity,"Byrne, Hussain and Savage",EN3W 7QU,6277,1034333,2024,2024-07
POL-CH003-00414,CH003,Fortis Professional Risks,2024-07-10,2025-07-10,Professional Indemnity,Kelly-Howard,HR0A 3QB,6544,1260876,2024,2024-07
POL-CH003-00415,CH003,Fortis Professional Risks,2024-07-08,2025-07-08,Professional Indemnity,"Shaw, Moran and Lloyd",G85 4NZ,2999,1664251,2024,2024-07
POL-CH003-00416,CH003,Fortis Professional Risks,2024-07-09,2025-07-09,Professional Indemnity,"White, Evans and Berry",W0H 5RS,8463,1016163,2024,2024-07
POL-CH003-00417,CH003,Fortis Professional Risks,2024-07-11,2025-07-11,Professional Indemnity,"Hill, Williamson and Allen",LE6 8PE,4860,1285759,2024,2024-07
POL-CH003-00418,CH003,Fortis Professional Risks,2024-07-11,2025-07-11,Professional Indemnity,"Davies, Lewis and Wilkinson",CW0 9FR,6051,1397563,2024,2024-07
POL-CH003-00419,CH003,Fortis Professional Risks,2024-07-18,2025-07-18,Professional Indemnity,Shepherd Ltd,W0 7EX,8816,1146915,2024,2024-07
POL-CH003-00420,CH003,Fortis Professional Risks,2024-07-03,2025-07-03,Professional Indemnity,Reed-Webb,PL4 7BU,4182,786204,2024,2024-07
POL-CH004-00421,CH004,Southgate Property Partners,2024-07-05,2025-07-05,Commercial Property,"Fitzgerald, Taylor and Davis",CR0 3AV,1782,579455,2024,2024-07
POL-CH004-00422,CH004,Southgate Property Partners,2024-07-23,2025-07-23,Commercial Property,"Stevens, Jackson and Frost",EN1 7DQ,1520,422378,2024,2024-07
POL-CH004-00423,CH004,Southgate Property Partners,2024-07-11,2025-07-11,Commercial Property,"Hart, Newman and Lloyd",EN1 1XF,1791,518839,2024,2024-07
POL-CH004-00424,CH004,Southgate Property Partners,2024-07-07,2025-07-07,Commercial Property,Douglas Inc,CR0 1EF,3164,346913,2024,2024-07
POL-CH004-00425,CH004,Southgate Property Partners,2024-07-28,2025-07-28,Commercial Property,Grant-Moore,CR0 8MH,1535,504416,2024,2024-07
POL-CH004-00426,CH004,Southgate Property Partners,2024-07-01,2025-07-01,Commercial Property,Thomson-Evans,AL1 7QF,2168,584670,2024,2024-07
POL-CH004-00427,CH004,Southgate Property Partners,2024-07-28,2025-07-28,Commercial Property,Thompson LLC,EN1 9RS,2115,364070,2024,2024-07
POL-CH004-00428,CH004,Southgate Property Partners,2024-07-24,2025-07-24,Commercial Property,"Smith, West and Graham",SM1 8VQ,2118,510870,2024,2024-07
POL-CH004-00429,CH004,Southgate Property Partners,2024-07-08,2025-07-08,Commercial Property,Dawson and Sons,UB1 1YP,2243,450727,2024,2024-07
POL-CH004-00430,CH004,Southgate Property Partners,2024-07-13,2025-07-13,Commercial Property,Berry PLC,DA1 3YV,2376,516929,2024,2024-07
POL-CH005-00431,CH005,Ironclad Construction Risks,2024-07-27,2025-07-27,EL/PL Liability,"Thomas, Ball and Ward",TS9 2TB,3105,574932,2024,2024-07
POL-CH005-00432,CH005,Ironclad Construction Risks,2024-07-15,2025-07-15,EL/PL Liability,"Moss, Harris and Shepherd",E1K 3AH,2714,780976,2024,2024-07
POL-CH005-00433,CH005,Ironclad Construction Risks,2024-07-05,2025-07-05,EL/PL Liability,Richardson Inc,ZE32 1AR,1962,655300,2024,2024-07
POL-CH005-00434,CH005,Ironclad Construction Risks,2024-07-20,2025-07-20,EL/PL Liability,Law-Hewitt,CO20 4UQ,2293,604311,2024,2024-07
POL-CH005-00435,CH005,Ironclad Construction Risks,2024-07-18,2025-07-18,EL/PL Liability,"Clark, Rose and Matthews",G6 6QN,3597,628664,2024,2024-07
POL-CH005-00436,CH005,Ironclad Construction Risks,2024-07-01,2025-07-01,EL/PL Liability,Parkinson and Sons,HP8H 6LY,2636,396021,2024,2024-07
POL-CH005-00437,CH005,Ironclad Construction Risks,2024-07-13,2025-07-13,EL/PL Liability,Perkins Group,S4 3HY,3182,696822,2024,2024-07
POL-CH005-00438,CH005,Ironclad Construction Risks,2024-07-19,2025-07-19,EL/PL Liability,Atkinson-Jackson,L0A 5RB,4287,553833,2024,2024-07
POL-CH005-00439,CH005,Ironclad Construction Risks,2024-07-19,2025-07-19,EL/PL Liability,Bishop-Brown,W9K 4HB,2770,637407,2024,2024-07
POL-CH005-00440,CH005,Ironclad Construction Risks,2024-07-22,2025-07-22,EL/PL Liability,Brown and Sons,S6 2TX,3830,585705,2024,2024-07
POL-CH001-00441,CH001,Avonbridge Underwriting,2024-08-01,2025-08-01,Commercial Property,Andrews LLC,CW34 7YJ,4965,889654,2024,2024-08
POL-CH001-00442,CH001,Avonbridge Underwriting,2024-08-03,2025-08-03,Commercial Property,May-Holmes,B9 8ZE,3637,891244,2024,2024-08
POL-CH001-00443,CH001,Avonbridge Underwriting,2024-08-21,2025-08-21,Commercial Property,Williams PLC,FY3P 0BA,5552,631865,2024,2024-08
POL-CH001-00444,CH001,Avonbridge Underwriting,2024-08-14,2025-08-14,Commercial Property,Bolton LLC,W4W 4EQ,4367,701224,2024,2024-08
POL-CH001-00445,CH001,Avonbridge Underwriting,2024-08-05,2025-08-05,Commercial Property,Chandler Inc,BR6 8GR,5705,526322,2024,2024-08
POL-CH001-00446,CH001,Avonbridge Underwriting,2024-08-28,2025-08-28,Commercial Property,Smith-Pearce,WS8M 0DL,3495,930157,2024,2024-08
POL-CH001-00447,CH001,Avonbridge Underwriting,2024-08-15,2025-08-15,Commercial Property,Kent-Reynolds,WA6A 8BJ,6172,836028,2024,2024-08
POL-CH001-00448,CH001,Avonbridge Underwriting,2024-08-06,2025-08-06,Commercial Property,Read Group,E5D 8BP,3500,1249745,2024,2024-08
POL-CH001-00449,CH001,Avonbridge Underwriting,2024-08-02,2025-08-02,Commercial Property,Cook and Sons,KY6 3DQ,2375,382753,2024,2024-08
POL-CH001-00450,CH001,Avonbridge Underwriting,2024-08-09,2025-08-09,Commercial Property,Rose-Bryan,FY94 1EL,4754,743313,2024,2024-08
POL-CH001-00451,CH001,Avonbridge Underwriting,2024-08-13,2025-08-13,Commercial Property,"O'Donnell, O'Sullivan and Grant",GY78 5US,2913,1000525,2024,2024-08
POL-CH001-00452,CH001,Avonbridge Underwriting,2024-08-11,2025-08-11,Commercial Property,"Oliver, Evans and Evans",KA0 1TJ,4507,730133,2024,2024-08
POL-CH001-00453,CH001,Avonbridge Underwriting,2024-08-07,2025-08-07,Commercial Property,"Bibi, Williams and Mann",L4E 2ES,2586,1035397,2024,2024-08
POL-CH001-00454,CH001,Avonbridge Underwriting,2024-08-15,2025-08-15,Commercial Property,"Gregory, Foster and Thomas",GL9 6XT,5019,828925,2024,2024-08
POL-CH001-00455,CH001,Avonbridge Underwriting,2024-08-11,2025-08-11,Commercial Property,"Wells, Dawson and Chandler",WF8M 3PW,6526,622606,2024,2024-08
POL-CH001-00456,CH001,Avonbridge Underwriting,2024-08-11,2025-08-11,Commercial Property,"Clark, Higgins and Long",HA58 0WP,2277,702969,2024,2024-08
POL-CH001-00457,CH001,Avonbridge Underwriting,2024-08-25,2025-08-25,Commercial Property,Gray PLC,HG7P 7PZ,4142,901709,2024,2024-08
POL-CH001-00458,CH001,Avonbridge Underwriting,2024-08-13,2025-08-13,Commercial Property,Edwards Ltd,G4 3PR,3896,924811,2024,2024-08
POL-CH002-00459,CH002,Meridian Risk Solutions,2024-08-09,2025-08-09,EL/PL Liability,Price-Page,KW3 9RF,4442,489731,2024,2024-08
POL-CH002-00460,CH002,Meridian Risk Solutions,2024-08-25,2025-08-25,EL/PL Liability,Johnson-Smith,HR5R 0JS,4139,542840,2024,2024-08
POL-CH002-00461,CH002,Meridian Risk Solutions,2024-08-27,2025-08-27,EL/PL Liability,Williams Group,ML9 6PJ,3524,571220,2024,2024-08
POL-CH002-00462,CH002,Meridian Risk Solutions,2024-08-14,2025-08-14,EL/PL Liability,"Lawson, Holloway and Reid",CF99 4GJ,3516,580340,2024,2024-08
POL-CH002-00463,CH002,Meridian Risk Solutions,2024-08-09,2025-08-09,EL/PL Liability,Davies-Simpson,E0 7LZ,4336,524565,2024,2024-08
POL-CH002-00464,CH002,Meridian Risk Solutions,2024-08-27,2025-08-27,EL/PL Liability,Brown Inc,BN12 2XR,3759,488783,2024,2024-08
POL-CH002-00465,CH002,Meridian Risk Solutions,2024-08-03,2025-08-03,EL/PL Liability,Patel Group,CO6V 7PL,4439,415450,2024,2024-08
POL-CH002-00466,CH002,Meridian Risk Solutions,2024-08-16,2025-08-16,EL/PL Liability,White-Hughes,M3 8DA,4774,494980,2024,2024-08
POL-CH002-00467,CH002,Meridian Risk Solutions,2024-08-01,2025-08-01,EL/PL Liability,Begum-Young,G0G 4YT,1769,516013,2024,2024-08
POL-CH002-00468,CH002,Meridian Risk Solutions,2024-08-24,2025-08-24,EL/PL Liability,Murphy and Sons,S3 0YA,2466,605080,2024,2024-08
POL-CH002-00469,CH002,Meridian Risk Solutions,2024-08-18,2025-08-18,EL/PL Liability,Murray Ltd,W8T 3WW,2493,444227,2024,2024-08
POL-CH003-00470,CH003,Fortis Professional Risks,2024-08-02,2025-08-02,Professional Indemnity,Grant-Thomas,B6T 5ZD,4753,472836,2024,2024-08
POL-CH003-00471,CH003,Fortis Professional Risks,2024-08-12,2025-08-12,Professional Indemnity,"Akhtar, Johnson and Parker",AL2 3WX,2886,1428124,2024,2024-08
POL-CH003-00472,CH003,Fortis Professional Risks,2024-08-08,2025-08-08,Professional Indemnity,Davidson-Bradley,AL0X 1YL,6796,1327637,2024,2024-08
POL-CH003-00473,CH003,Fortis Professional Risks,2024-08-21,2025-08-21,Professional Indemnity,Jones LLC,DH8A 9GF,3904,1185686,2024,2024-08
POL-CH003-00474,CH003,Fortis Professional Risks,2024-08-03,2025-08-03,Professional Indemnity,"Brady, Riley and Russell",S2 5PX,5494,852490,2024,2024-08
POL-CH003-00475,CH003,Fortis Professional Risks,2024-08-25,2025-08-25,Professional Indemnity,Iqbal PLC,ML2 2QZ,7980,1463208,2024,2024-08
POL-CH003-00476,CH003,Fortis Professional Risks,2024-08-21,2025-08-21,Professional Indemnity,"Reynolds, Carter and Day",S75 6SD,5135,1208065,2024,2024-08
POL-CH004-00477,CH004,Southgate Property Partners,2024-08-02,2025-08-02,Commercial Property,"Miah, Ward and Blackburn",SL1 4MU,697,375282,2024,2024-08
POL-CH004-00478,CH004,Southgate Property Partners,2024-08-27,2025-08-27,Commercial Property,"Scott, Collins and Heath",LS1 4ZA,1431,299837,2024,2024-08
POL-CH004-00479,CH004,Southgate Property Partners,2024-08-05,2025-08-05,Commercial Property,Stevenson-Collins,BN1 4ST,1648,579768,2024,2024-08
POL-CH004-00480,CH004,Southgate Property Partners,2024-08-15,2025-08-15,Commercial Property,Phillips LLC,BR1 3KI,2146,342882,2024,2024-08
POL-CH004-00481,CH004,Southgate Property Partners,2024-08-20,2025-08-20,Commercial Property,Walton Group,BN1 3CL,2109,539935,2024,2024-08
POL-CH004-00482,CH004,Southgate Property Partners,2024-08-10,2025-08-10,Commercial Property,Barton Inc,SE10 5UA,2299,405963,2024,2024-08
POL-CH004-00483,CH004,Southgate Property Partners,2024-08-19,2025-08-19,Commercial Property,Parry-Barker,CR0 7SQ,1450,469822,2024,2024-08
POL-CH004-00484,CH004,Southgate Property Partners,2024-08-23,2025-08-23,Commercial Property,Joyce PLC,SL1 2JH,2012,489519,2024,2024-08
POL-CH004-00485,CH004,Southgate Property Partners,2024-08-23,2025-08-23,Commercial Property,Rogers and Sons,BN1 1CZ,2142,504955,2024,2024-08
POL-CH004-00486,CH004,Southgate Property Partners,2024-08-12,2025-08-12,Commercial Property,"Stokes, Morgan and Wilson",BR1 2IS,1510,531739,2024,2024-08
POL-CH004-00487,CH004,Southgate Property Partners,2024-08-17,2025-08-17,Commercial Property,Thomas-Ward,SE1 7NZ,1906,607526,2024,2024-08
POL-CH004-00488,CH004,Southgate Property Partners,2024-08-27,2025-08-27,Commercial Property,Davies Group,HA1 6JQ,1427,573596,2024,2024-08
POL-CH005-00489,CH005,Ironclad Construction Risks,2024-08-21,2025-08-21,EL/PL Liability,"Evans, Hunt and Dawson",CB51 8YS,2091,527417,2024,2024-08
POL-CH005-00490,CH005,Ironclad Construction Risks,2024-08-27,2025-08-27,EL/PL Liability,Parker and Sons,N9K 8BJ,2350,663624,2024,2024-08
POL-CH005-00491,CH005,Ironclad Construction Risks,2024-08-15,2025-08-15,EL/PL Liability,Heath and Sons,B3 7UP,3007,513944,2024,2024-08
POL-CH005-00492,CH005,Ironclad Construction Risks,2024-08-23,2025-08-23,EL/PL Liability,"Sutton, Jones and Bennett",CF4B 3ZR,2581,921340,2024,2024-08
POL-CH005-00493,CH005,Ironclad Construction Risks,2024-08-05,2025-08-05,EL/PL Liability,"Bailey, Robertson and Cole",N5A 7WR,3947,665448,2024,2024-08
POL-CH005-00494,CH005,Ironclad Construction Risks,2024-08-14,2025-08-14,EL/PL Liability,"West, Williams and Johnson",CF4R 7XW,2629,618004,2024,2024-08
POL-CH005-00495,CH005,Ironclad Construction Risks,2024-08-06,2025-08-06,EL/PL Liability,Lawrence LLC,G9 5LB,3078,446581,2024,2024-08
POL-CH005-00496,CH005,Ironclad Construction Risks,2024-08-24,2025-08-24,EL/PL Liability,King-White,PL90 0XD,2399,349712,2024,2024-08
POL-CH005-00497,CH005,Ironclad Construction Risks,2024-08-17,2025-08-17,EL/PL Liability,Smith Ltd,W0T 7TE,2911,697079,2024,2024-08
POL-CH001-00498,CH001,Avonbridge Underwriting,2024-09-21,2025-09-21,Commercial Property,"Black, Tyler and Richardson",B50 6GG,6183,589524,2024,2024-09
POL-CH001-00499,CH001,Avonbridge Underwriting,2024-09-09,2025-09-09,Commercial Property,Webster and Sons,N94 9ZT,2354,897696,2024,2024-09
POL-CH001-00500,CH001,Avonbridge Underwriting,2024-09-20,2025-09-20,Commercial Property,"Matthews, Wong and Humphries",G80 1HJ,5519,1207834,2024,2024-09
POL-CH001-00501,CH001,Avonbridge Underwriting,2024-09-26,2025-09-26,Commercial Property,Young-Cox,E7A 3ND,3621,1079219,2024,2024-09
POL-CH001-00502,CH001,Avonbridge Underwriting,2024-09-18,2025-09-18,Commercial Property,Begum-Burgess,N10 8XT,4151,813316,2024,2024-09
POL-CH001-00503,CH001,Avonbridge Underwriting,2024-09-25,2025-09-25,Commercial Property,Cook LLC,M1 5RL,5313,988618,2024,2024-09
POL-CH001-00504,CH001,Avonbridge Underwriting,2024-09-16,2025-09-16,Commercial Property,Buckley-Lowe,ML5 0PZ,2213,1163764,2024,2024-09
POL-CH001-00505,CH001,Avonbridge Underwriting,2024-09-15,2025-09-15,Commercial Property,Curtis PLC,L1T 3JD,5938,717067,2024,2024-09
POL-CH001-00506,CH001,Avonbridge Underwriting,2024-09-14,2025-09-14,Commercial Property,Bond Group,L4 8JT,4698,954981,2024,2024-09
POL-CH001-00507,CH001,Avonbridge Underwriting,2024-09-27,2025-09-27,Commercial Property,May Group,LS5 8RZ,4528,733060,2024,2024-09
POL-CH001-00508,CH001,Avonbridge Underwriting,2024-09-24,2025-09-24,Commercial Property,"Turner, Andrews and Webster",TA0 3XA,3353,844569,2024,2024-09
POL-CH001-00509,CH001,Avonbridge Underwriting,2024-09-19,2025-09-19,Commercial Property,"Brennan, Allen and Smith",SK4V 1AQ,5677,965515,2024,2024-09
POL-CH001-00510,CH001,Avonbridge Underwriting,2024-09-09,2025-09-09,Commercial Property,Johnson-Page,CB38 3XF,3733,1013985,2024,2024-09
POL-CH001-00511,CH001,Avonbridge Underwriting,2024-09-11,2025-09-11,Commercial Property,"Davidson, Robinson and Jones",BT44 8AE,610,1094112,2024,2024-09
POL-CH001-00512,CH001,Avonbridge Underwriting,2024-09-28,2025-09-28,Commercial Property,Campbell-James,S1A 7GB,2007,772981,2024,2024-09
POL-CH001-00513,CH001,Avonbridge Underwriting,2024-09-08,2025-09-08,Commercial Property,"Hurst, Young and Mason",G4J 6JR,2789,574880,2024,2024-09
POL-CH002-00514,CH002,Meridian Risk Solutions,2024-09-27,2025-09-27,EL/PL Liability,Smart Group,L0D 4QT,2665,543312,2024,2024-09
POL-CH002-00515,CH002,Meridian Risk Solutions,2024-09-03,2025-09-03,EL/PL Liability,Coles Ltd,SM7 6ZZ,3056,559630,2024,2024-09
POL-CH002-00516,CH002,Meridian Risk Solutions,2024-09-09,2025-09-09,EL/PL Liability,Scott-Phillips,NN5 3RX,3171,339625,2024,2024-09
POL-CH002-00517,CH002,Meridian Risk Solutions,2024-09-15,2025-09-15,EL/PL Liability,Atkins Group,PH0 6QY,4026,438280,2024,2024-09
POL-CH002-00518,CH002,Meridian Risk Solutions,2024-09-08,2025-09-08,EL/PL Liability,O'Neill-Walker,S76 6SZ,1652,446485,2024,2024-09
